index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
3287,"$3,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Academics,Program support,Cash grants,The Leibner Cooper Family Foundation,"New York City, NY United States",OVERSEAS PRESS CLUB FOUNDATION,"New York City, NY United States",Program support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3288,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Miner Anderson Family Foundation,"Wilmington, DE United States",Magnum Cultural Foundation,"New York City, NY United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3289,"$3,000",2019,,1 year,,"Journalism, news and information; Constituency journalism",People of African descent,Not Specified,Cash grants,The Morris a and Clarisse B Mechanic Foundation Inc,"Bel Air, MD United States",Afro-American Newspapers,"Halethorpe, MD United States",Supporting grant,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3290,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support,Cash grants,The Morton Foundation,"Lafayette, CA United States",Just Hoop Inc,"San Leandro, CA United States",To support physical pitness for youth,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3291,"$3,000",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Academics,General support,Cash grants,The Pamela Howard Family Foundation Inc C/o Andersen Tax LLC,"Old Greenwich, CT United States",OVERSEAS PRESS CLUB FOUNDATION,"New York City, NY United States",General purpose,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3292,"$3,000",2019,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,General support,Cash grants,The Reis Foundation Inc,"Ellicott City, MD United States",International Documentary Association,"Los Angeles, CA United States",General contribution,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3293,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups,Equal access,Cash grants,The Sheila Dave & Sherry Gold Foundation Co Jeff Gold,"Studio City, CA United States",INDIGENOUS ENVIRONMENTAL NETWORK,"Bemidji, MN United States",Support of environmental and economic justice issues.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3294,"$3,000",2019,,1 year,,"Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Silver Tie Fund Inc,"Belmont, MA United States",Democracy Now Productions Inc,"New York City, NY United States",CHARITY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3295,"$3,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,The Thelma S Rodbell Charitable Foundati C/o Paster & Harpootian Ltd,"Cranston, RI United States",Mother Jones,"San Francisco, CA United States",General operating budget,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3296,"$3,000",2019,,3 months,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Investigative journalism",Activists; Women and girls; Victims of crime and abuse,Advocacy; Equipment; Program support; Public engagement and education,Cash grants,Urgent Action Fund for Feminist Activism,"Alameda, CA United States",Anonymous Recipient,"Paris, France","The request is for a Syrian woman journalist who has been documenting Idlib events since 2015 mainly controlled by extremist groups, such as Hayat Tahrir al-sham (HTS). She has been harassed excessively because of her sex and based on her fearless appearances in the media with her real name and her personal photo, conveying sensitive facts about Syrian events and documenting them in the most dangerous areas for media work. The most recent military attack on Idlib areas lead to a shrinking of the space for freedom of expression further and this military attack coincided with the handover of Yaqeen's work at Orient TV and the handover of her technical equipment too. Yaqeen wants to continue her work in documenting violations, and therefore she needs support in order to seek her well-being and also have the equipment she needs to work again.",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3297,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Charlotte Vegfest Inc,"Charlotte, NC United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3298,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Stowarzyszenie Otwarte Klatki,"Poznań, Poland",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3299,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; Outreach; Capacity-building and technical assistance,Cash grants,Whitman Family Foundation Co Northpoint Financial,"Birmingham, MI United States","Committee to Protect Journalists, Inc.","New York City, NY United States",Defending journalists in the united states,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3300,"$3,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Jewish people; Adults; Parents,Not Specified,Cash grants,Jack Chester Foundation,"Orlando, FL United States",70 Faces Media,"New York City, NY United States",Charitable,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3301,"$3,000",2019,,1 year,,"Journalism, news and information; Constituency journalism",Not Specified,Program support,Cash grants,Leonard J and Irene Brown Foundation Inc,"Michigan City, IN United States",Wbez Chicago Public Radio,"CHICAGO, IL United States",Programming,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3302,"$3,000",2019,,1 year,,"Journalism, news and information; Investigative journalism",Low-income people,Not Specified,Cash grants,Sidgmore Family Foundation C/o Randi L Sidgmore,"Potomac, MD United States",Fund for Investigative Journalism Inc,"Washington, DC United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3303,"$3,000",2019,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Diamond Family Foundation,"Chicago, IL United States",Daily Cardinal Alumni Association Inc,"Oak Park, IL United States",To support the student newspaper operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3304,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,The Field-Stephen Foundation C/o Thomas E Swaney,"Chicago, IL United States","International Center for Journalists, Inc.","Washington, DC United States",Unrestricted unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3305,"$3,000",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,General support,Cash grants,The Terry and Regina Armstrong Family Charitable Foundation,"San Antonio, TX United States",SA2020,"San Antonio, TX United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3306,"$2,950",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Adults,Advocacy; Outreach,Cash grants,Vegfund Inc,"Washington, DC United States",Indy Vegfest Inc,"Indianapolis, IN United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3307,"$2,900",2019,Media and Communications,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",San Jose News Bureau,"San Jose, CA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3308,"$2,750",2019,,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Adults,General support,Cash grants,Community Foundation for Southeast Michigan,"Detroit, MI United States",The Center for Michigan,"Ypsilanti, MI United States",General operations,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3309,"$2,750",2019,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Olive Higgins Prouty Foundation Inc C/o Nutter Mcclennen & Fish LLP,"Boston, MA United States","Committee to Protect Journalists, Inc.","New York City, NY United States",Unrestricted general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3310,"$2,700",2019,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Thomas E & Mary K Gallagher Foundation,"New York City, NY United States",SOCIETY OF PROFESSIONAL JOURNALISTS,"Indianapolis, IN United States",Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3311,"$2,625",2019,Education,3 months,,"Journalism, news and information; Journalism, news, and information, general",Academics,Individual development,Cash grants,Conrad N Hilton Foundation,"Westlake Village, CA United States",Pasadena City College Foundation,"Pasadena, CA United States",To support the James R. Galbraith Endowed Scholarship for Speech and the James R. Galbraith Endowed Journalism Scholarship.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
