index,amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
3926,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Grantee relations,Cash grants,Cahn Family Foundation C/o Mr James Cahn,"New Orleans, LA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",FOR GENERAL PURPOSES OF GRANTEE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3927,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Families; Adults,"Policy, advocacy and systems reform; Program support; Public engagement and education",Cash grants,Center on Budget and Policy Priorities,"Washington, DC United States",CALIFORNIA BUDGET & POLICY CENTER,"Sacramento, CA United States",State Opportunities Fund Project Grant,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3928,"$5,000",2022,,1 year,,"Telecommunications infrastructure; Telecommunications; Journalism, news and information; Journalism, news, and information, general",Adults; Children and youth; Artists and performers; Veterans; Researchers,Not Specified,Cash grants,Charles and Patricia Rasmussen Family Foundation,"Valencia, CA United States",Scvtv,"Santa Clarita, CA United States",Donation,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3929,"$5,000",2022,Arts and Culture,1 year,,"Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,General support,Cash grants,CLEVELAND FOUNDATION,"Cleveland, OH United States",Ideastream,"Cleveland, OH United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3930,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,General support; Fundraising,Cash grants,Coastal Community Foundation of South Carolina,"North Charleston, SC United States",Montclair Local Nonprofit News Inc,"Montclair, NJ United States",This unrestricted grant is given as general operating support. The donor-advisor declines all benefits associated with this gift.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3931,"$5,000",2022,Educational,1 year,,"Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",Adults,Not Specified,Cash grants,Community Foundation for Mississippi,"Jackson, MS United States",Deep South Today,"Ridgeland, MS United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3932,"$5,000",2022,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Advocacy journalism",Adults,Program support; General support,Cash grants,Craig and Kathryn Hall Foundation,"Dallas, TX United States",International Documentary Association,"Los Angeles, CA United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3933,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Adults; Ethnic and racial groups,Not Specified,Cash grants,David and Terri@Kester Foundation Inc,"Clermont, FL United States","Community Communications, Inc.","Orlando, FL United States",GENERAL CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3934,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Conferences and exhibitions,Cash grants,Dow Jones News Fund Inc,"Princeton, NJ United States",Coaching Detroit Forward Inc,"West Bloomfield, MI United States",HS JOURNALISM WORKSHOP,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3935,"$5,000",2022,Arts & Culture,1 year,,"Media Content and Platforms; Television; Radio; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,East Bay Community Foundation,"Oakland, CA United States",Democracy Now Productions Inc,"New York City, NY United States",General support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3936,"$5,000",2022,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Adults; Researchers; Activists,Not Specified,Cash grants,Edward E Haddock Jr Family Foundation,"Orlando, FL United States",REPORTERS COMMITTEE FOR FREEDOM OF THE PRESS,"Washington, DC United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3937,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Academics,Equipment,Cash grants,Eisele Family Foundation,"Wilmington, DE United States",University of Nebraska Foundation,"Lincoln, NE United States",Journalism School - Jacht Club equipment and programs for students,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3938,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Ernst and Wilma Martens Foundation C/o Michael Mcvoy,"Basalt, CO United States",Aspen Journalism,"Aspen, CO United States",DONATION.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3939,"$5,000",2022,,1 year,,"Media Content and Platforms; Print; Media access and policy; Media justice; Journalism, news and information; Journalism, news, and information, general",Economically disadvantaged people; Homeless people; Veterans; Unemployed people; Self-employed people,Program support,Cash grants,Evans Runyan Family Foundation,"Portland, OR United States",STREET ROOTS,"Portland, OR United States",PROGRAM SUPPORT.,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3940,"$5,000",2022,,1 year,,"Journalism, news and information; Journalism, news, and information, general",Not Specified,Program support; General support,Cash grants,F & a Zimmerman Charitable Trust 480008002,"St Louis, MO United States",Good News in Action,"Albany, LA United States",PROGRAM SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3941,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Adults,Ethics and accountability; Research,Cash grants,Fred J Brunner Foundation,"Bensenville, IL United States","Better Government Association, Inc.","Chicago, IL United States",INVESTIGATE GOVERNMENT WASTE AND CORRUPTION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3942,"$5,000",2022,,1 year,,"Media Content and Platforms; Film/video; Journalism, news and information; Journalism, news, and information, general",Economically disadvantaged people; Immigrants and migrants; Artists and performers; Farmers; Retired people; Unemployed people; Academics; Children and youth; Adults,Not Specified,Cash grants,Gannett Foundation Inc,"Mc Lean, VA United States",Boyd's Station Inc,"Cynthiana, KY United States",CHARITABLE PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3943,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Gannett Foundation Inc,"Mc Lean, VA United States",Lede New Orleans Inc,"New Orleans, LA United States",CHARITABLE PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3944,"$5,000",2022,Education,1 year,,"Journalism, news and information; Investigative journalism",Low-income people,Not Specified,Cash grants,Greater Washington Community Foundation,"Washington, DC United States",Fund for Investigative Journalism Inc,"Washington, DC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3945,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Ex-offenders; Offenders,General support,Cash grants,Hieronymus Foundation Inc,"Tampa, FL United States",MARSHALL PROJECT INC,"New York City, NY United States",GENERAL OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3946,"$5,000",2022,,1 year,,"Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Journalism, news, and information, general",Not Specified,General support,Cash grants,Hindman Family Charitable Trust,"Dunwoody, GA United States",Georgia Public Telecommunications Commission,"Atlanta, GA United States",GENERAL PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3947,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Hubbard Family Foundation Inc,"Indianapolis, IN United States",Institute for Nonprofit News,"Beverly Hills, CA United States",OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3948,"$5,000",2022,,1 year,,"Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Hyman Levine Family Foundation L'dor V'dor,"Beverly Hills, CA United States","Committee to Protect Journalists, Inc.","New York City, NY United States",CHARITY/EDUCATION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3949,"$5,000",2022,,1 year,,"Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,General support,Cash grants,Jean C Schroeder Foundation,"Mentor, OH United States",Ideastream,"Cleveland, OH United States",GENERAL USE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3950,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,Advocacy; Ethics and accountability; Systems reform,Cash grants,Jesse and Joan Kupferberg Family Foundation,"Wilmington, DE United States","PRO Publica, Inc.","New York City, NY United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3951,"$5,000",2022,,1 year,,"Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",Not Specified,Not Specified,Cash grants,Jp's Peace Love & Happiness Foundation,"Wilmington, DE United States",University of Texas - KUT,"Austin, TX United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
3952,"$5,000",2022,,1 year,,"Journalism, news and information; Investigative journalism",Not Specified,General support,Cash grants,Lake Road Foundation,"New York City, NY United States","PRO Publica, Inc.","New York City, NY United States",General,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
