amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Leo J & Celia Carlin Fund,"Berkeley, CA United States",Cityside Journalism Initiative,"Berkeley, CA United States",Berkeleyside,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Public engagement and education,TRANSACTION TYPE: Cash grants,The Martha and Max Rubinstein Family Foundation (grossman Office),"Quincy, MA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",EDUCATIONAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Melvin & Beatrice Fraiman Charitable Foundation,"Arlington, MA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",UNRESTRICTED CONTRIBUTION,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Peterson Family Foundation,"Camas, WA United States",Franklin News Foundation,"Chicago, IL United States",GENERAL FUND,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Ethnic and racial groups; Immigrants and migrants; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Richard and Roselyn Lindheim Memorial Trust,"Berkeley, CA United States",Cityside Journalism Initiative,"Berkeley, CA United States",general support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,The Sandra & Lawrence Post Family Foundation,"Newbury Park, CA United States",COMMITTEE FOR ACCURACY IN MIDDLE EAST REPORTING IN AMERICA INC,"Boston, MA United States",MIDDLE EAST REPORTING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Schifrin Foundation Inc,"Center Harbor, NH United States",National Review Institute,"New York City, NY United States",OPERATIONS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Scott and Nancy Atherton Foundation,"Wilmington, DE United States","Community Communications, Inc.","Orlando, FL United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Sidney Hillman Foundation Inc,"New York City, NY United States","Committee to Protect Journalists, Inc.","New York City, NY United States",AWARD,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Publications; Program support,TRANSACTION TYPE: Cash grants,The Springcreek Foundation C/o Third Plateau Social Impact Strategi,"Berkeley, CA United States",Foundation for National Progress,"San Francisco, CA United States",Support Mother Jones magazine,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Springcreek Foundation C/o Third Plateau Social Impact Strategi,"Berkeley, CA United States",Harvard Magazine Inc,"Cambridge, MA United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Susan and Ford Schumann Foundation C/o Baker Tilly US LLP,"Scottsdale, AZ United States","National Public Radio, Inc.","Washington, DC United States",GENERAL FUNDS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Todd W Hoffman Foundation Inc,"MIAMI, FL United States",Colorado Public Radio,"Centennial, CO United States",GENERAL PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Great Lakes Rabbit Sanctuary Inc,"Whittaker, MI United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Auntie Nas Village,"DETROIT, MI United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $500,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Wrather Family Foundation C/o Ellis Bristol Harmon & Marsh,"Sherman Oaks, CA United States",CalMatters,"Sacramento, CA United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $470,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Web-based media; Media access and policy; Media democracy; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Jpmorgan Chase Foundation,"New York City, NY United States",Texas Public Radio,"San Antonio, TX United States",GENERAL OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $450,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Ethics and accountability,TRANSACTION TYPE: Cash grants,Honeybee Foundation,"Winnetka, IL United States",Center for Public Integrity,"Washington, DC United States",CHARITABLE/CIVIC,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $450,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Malloure Family Foundation,"Westerville, OH United States",Wosu Public Media,"Columbus, OH United States",GENERAL CHARITABLE PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $450,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Janus Henderson Foundation,"Denver, CO United States",Colorado Public Radio,"Centennial, CO United States",Matching Gifts,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $450,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",World Vegan Vision,"Paterson, NJ United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $430,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Verizon Foundation,"Basking Ridge, NJ United States",Colorado Public Radio,"Centennial, CO United States",MIP PAYOUT FOR 02/03/21,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $425,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Marbeach Foundation,"Solon, OH United States",Ideastream,"Cleveland, OH United States",GENERAL,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $405,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Gary & Teresa Yourtz Foundation,"Denver, CO United States",Colorado Public Radio,"Centennial, CO United States",General contribution,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Audio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: People with disabilities,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Bank of America Charitable Foundation,"Charlotte, NC United States",MindsEye Radio,"Belleville, IL United States",OPERATIONAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2021,PROGRAM AREA: Arts and Culture,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Ethnic and racial groups; Families; Non-adult children; Parents; Economically disadvantaged people,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,CLEVELAND FOUNDATION,"Cleveland, OH United States",Ideastream,"Cleveland, OH United States",General Support,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Advocacy journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Steel Valley Charities,"Bloomingdale, OH United States",Global Media Outreach,"Plano, TX United States",CHRISTIAN MINISTRIES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Clinton Family Fund,"Chicago, IL United States","Guardian News and Media, Limited","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2021,PROGRAM AREA: ARTS Advancing The Arts,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Community Foundation of Western North Carolina,"Asheville, NC United States",Carolina Public Press Inc,"Asheville, NC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Maribill Foundation Inc C/o Marianne H Lee,"Atlanta, GA United States",Georgia Public Telecommunications Commission,"Atlanta, GA United States",UNRESTRICTED,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $400,FISCAL YEAR: 2021,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Veglife Des Moines,"Des Moines, IA United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
