amount,year,area,duration,title,subject,population,strategy,transaction,funder,funder_addr,recipient,recipient_addr,description,source
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Constituency journalism; Advocacy journalism",POPULATION SERVED: Women; People of African descent,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Liberty Hill Foundation,"Los Angeles, CA United States",Scalawag,"Durham, NC United States","SUPPORT TO RELAUNCH THE APPEAL (MAY BE CONVERTED TO UNRESTRICTED IF THE APPEAL FAILS TO RELAUNCHED BY JUNE 30, 2022 OR ANNOUNCES END OF EFFORT)",http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Lucky Seven Foundation,"Wilmington, DE United States",CalMatters,"Sacramento, CA United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Adults; Adolescents; Ethnic and racial groups; Students; Teachers,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Keplers Literary Foundation,"Menlo Park, CA United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Ethics and accountability; Systems reform,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States","PRO Publica, Inc.","New York City, NY United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Silicon Valley Community Foundation,"Mountain View, CA United States",Guardian Org Foundation,"Washington, DC United States",Arts & Culture,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,"PROGRAM AREA: Arts, Culture, and Humanities",GRANT DURATION: 1 year,GRANT TITLE: for general support,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,"The Berkshire Taconic Community Foundation, Inc.","Sheffield, MA United States","NEW ENGLAND PUBLIC MEDIA, INC.","Springfield, MA United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Brook Fund Inc,"Allendale, NJ United States",Georgia Public Telecommunications Commission,"Atlanta, GA United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,PROGRAM AREA: Advancing The Arts,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Community Foundation of Western North Carolina,"Asheville, NC United States",Carolina Public Press Inc,"Asheville, NC United States",Not Specified,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Presentations and productions,TRANSACTION TYPE: Cash grants,The Double-R Foundation,"New York City, NY United States",Mother Jones,"San Francisco, CA United States",COMMUNITY SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Web-based media; Mobile media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,The Siragusa Family Foundation,"Chicago, IL United States",CAPITAL PUBLIC RADIO INC,"Sacramento, CA United States",GENERAL OPERATING,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Investigative journalism; Constituency journalism",POPULATION SERVED: Adolescents; Adults; People of Latin American descent; Young adults,SUPPORT STRATEGY: Program support; Public engagement and education,TRANSACTION TYPE: Cash grants,Truecos Foundation,"Casper, WY United States","Media Research Center, Inc.","Herndon, VA United States",BRING BALANCE TO THE NEWS MEDIA,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $300,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adolescents; Young adults,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Epic Outreach Inc,"Jacksonville, FL United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $290,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Bank of America Charitable Foundation,"Charlotte, NC United States","Community Communications, Inc.","Orlando, FL United States",PROGRAM/OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $280,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Advocacy; Outreach,TRANSACTION TYPE: Cash grants,Vegfund Inc,"Washington, DC United States",Cobblestone Springs Inc,"Dundee, NY United States",SUPPORT VEGAN ADVOCACY AND ENCOURAGE VEGAN LIFESTYLES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $279,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Program support; General support,TRANSACTION TYPE: Cash grants,The Engel Foundation Inc C/o Crowne Partners Inc,"Birmingham, AL United States","PRO Publica, Inc.","New York City, NY United States",SUPPORT OF PROGRAMS,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $275,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,American Express Foundation,"New York City, NY United States","PRO Publica, Inc.","New York City, NY United States",GENERAL SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $275,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Otter Cares Foundation Aka Ottercares Foundation,"Fort Collins, CO United States",COMMUNITY RADIO FOR NORTHERN COLORADO,"Greeley, CO United States",General & Unrestricted,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $270,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Activists,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Danica Foundation,"New York City, NY United States","Fairness & Accuracy In Reporting, Inc.","New York City, NY United States",ECONOMIC POLICY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $260,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Setton Foundation,"Commack, NY United States",Mesorah Heritage Foundation,"Rahway, NJ United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $259,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Web-based media; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Stolper Family Foundation Charles N Stolper President,"Austin, TX United States",TEXAS TRIBUNE INC,"Austin, TX United States",TO FURTHER CHARITABLE PURPOSES,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $258,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,State Street Foundation Inc,"Boston, MA United States","PRO Publica, Inc.","New York City, NY United States",Matching Gifts,https://apps.irs.gov/pub/epostcard/cor/562615567_202212_990PF_2023102521780108.pdf
TOTAL AMOUNT:  $252,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,The Blackburn & Copeland Family Foundation,"Mcdonough, GA United States",Georgia Public Telecommunications Commission,"Atlanta, GA United States",CHARITY,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Publications,TRANSACTION TYPE: Cash grants,A S and Elsie Hirshman Charitable Trust Co Holland & Knight LLP,"Boston, MA United States",Harvard Magazine Inc,"Cambridge, MA United States",GEN. CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Investigative journalism",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Presentations and productions,TRANSACTION TYPE: Cash grants,Abrams-Bell Foundation,"Providence, RI United States",Mother Jones,"San Francisco, CA United States",CHARITABLE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Academics; Activists,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Amg Charitable Gift Foundation,"Greenwood Village, CO United States",Muckrock Foundation Incorporated,"Boston, MA United States",PUBLIC ASSISTANCE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Telecommunications infrastructure; Telecommunications Infrastructure, general; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Andonios Foundation Inc,"Atlanta, GA United States",Georgia Public Telecommunications Commission,"Atlanta, GA United States",General Contribution,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Age groups; Sexual identity; Religious groups; Family relationships; Ethnic and racial groups,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Bank of America Charitable Foundation,"Charlotte, NC United States",Bucks County Herald Foundation,"Doylestown, PA United States",PROGRAM/OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media access and policy; Freedom of Expression/First Amendment; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Bank of America Charitable Foundation,"Charlotte, NC United States","Committee to Protect Journalists, Inc.","New York City, NY United States",PROGRAM/OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Publications,TRANSACTION TYPE: Cash grants,Bank of America Charitable Foundation,"Charlotte, NC United States",Harvard Magazine Inc,"Cambridge, MA United States",PROGRAM/OPERATING SUPPORT,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Print; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: General support,TRANSACTION TYPE: Cash grants,Beard Family Charitable Trust John E Beard Trustee,"Wayland, MA United States",Harvard Magazine Inc,"Cambridge, MA United States",GENERAL PURPOSE,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Media Content and Platforms, General; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Not Specified,SUPPORT STRATEGY: Not Specified,TRANSACTION TYPE: Cash grants,Bewley-Motluk Charitable Foundation,"Belvedere Tiburon, CA United States",Mendocino County Public Broadcasting,"Philo, CA United States",Charitable,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
TOTAL AMOUNT:  $250,FISCAL YEAR: 2022,,GRANT DURATION: 1 year,,"SUBJECT:Media Content and Platforms; Television; Radio; Journalism, news and information; Journalism, news, and information, general",POPULATION SERVED: Adults; Children and youth; Families,SUPPORT STRATEGY: Program support,TRANSACTION TYPE: Cash grants,Bnsf Railway Foundation,"Fort Worth, TX United States",NORTH TEXAS PUBLIC BROADCASTING INC,"Dallas, TX United States",MATCHING GIFTS 1,http://foundationcenter.org/gain-knowledge/foundation-data/data-sources/
